,bank,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
4168,CIBC,Best ever,5,0,8.56.6,2025-01-18 09:54:09,,
4169,CIBC,Pretty impressive,5,0,8.56.6,2025-01-18 09:52:47,,
4170,CIBC,I find the app user friendly,5,0,8.56.6,2025-01-18 09:39:46,,
4171,CIBC,Excellent,5,0,8.56.6,2025-01-18 09:36:03,,
4172,CIBC,"It's a banking app - does what i need it to do, works great",5,0,8.34.5,2025-01-18 09:34:28,,
4173,CIBC,Won't open with the latest update,5,4,8.56.6,2025-01-18 09:32:24,,
4174,CIBC,I love CIBC,5,0,8.56.6,2025-01-18 09:29:46,,
4175,CIBC,Great app. Can do everything on my phone. Always improving.,5,0,8.56.6,2025-01-18 09:19:18,"Thanks for the 5 star review, Johanna. We appreciate it! - Ciaran",2022-01-14 13:26:19
4176,CIBC,Easy to use. Fast.,5,0,8.56.6,2025-01-18 09:01:48,,
4177,CIBC,\Very Good App,5,0,8.56.6,2025-01-18 09:00:01,,
4179,CIBC,User friendly,5,0,8.56.6,2025-01-18 07:57:09,,
4180,CIBC,"Fast, seamless",5,0,8.56.6,2025-01-18 07:44:11,,
4181,CIBC,Excellent 😃,5,0,8.56.6,2025-01-18 07:29:55,,
4182,CIBC,I like the app as it is simple and very easy to use. I have never had any bad experience using the app.,5,0,8.56.6,2025-01-18 07:24:45,,
4183,CIBC,Excellent,5,0,8.56.6,2025-01-18 05:20:49,,
4184,CIBC,Very easy to navigate through,5,0,8.56.6,2025-01-18 04:43:29,,
4185,CIBC,Very easy to use,5,0,8.56.6,2025-01-18 04:21:56,,
4186,CIBC,I'm using CIBC account but only problem is engine not working,5,0,8.56.6,2025-01-18 03:05:31,,
4187,CIBC,Easy to use,5,0,8.56.6,2025-01-18 02:26:43,,
4188,CIBC,It's okay,3,0,8.56.6,2025-01-18 02:14:54,,
4189,CIBC,Good service. ❤️,5,0,8.56.6,2025-01-18 01:37:16,,
4190,CIBC,Works well and there always improving it. Customer service is also on point.,5,0,8.56.6,2025-01-18 01:12:52,,
4192,CIBC,Make it easy to do banking online,5,0,8.56.6,2025-01-18 00:21:41,,
4193,CIBC,Excellent simple to use,5,0,8.56.6,2025-01-18 00:08:47,,
4194,CIBC,Easy to Navigate.,5,0,8.56.6,2025-01-18 00:02:29,,
4195,CIBC,Pretty dope yo!!!!! .,5,0,8.56.6,2025-01-17 23:58:52,,
4196,CIBC,Cool user interface and easy to use,5,0,8.56.6,2025-01-17 23:24:13,,
4197,CIBC,Easy to use,5,0,8.56.6,2025-01-17 23:09:30,,
4198,CIBC,All my financial transactions are done on CIBC Mobile Banking. I'm very satisfied with the service.,5,0,8.56.6,2025-01-17 23:01:02,,
4199,CIBC,Couldn't be better than this.,5,0,8.56.6,2025-01-17 22:36:51,,
4200,CIBC,App works great. Just wish I wasn't so poor :(,5,0,8.56.6,2025-01-17 22:24:16,,
4202,CIBC,"I am by no means ""tech savvy "", but this app is easy to use & it takes care of most of my banking needs. Even depositing a check via the app!! I love it.",5,1,8.56.6,2025-01-17 21:56:42,,
4204,CIBC,"A perfect app, except the time taking to give updates about Credit cards",5,0,8.56.6,2025-01-17 21:46:29,,
4205,CIBC,Best,5,0,8.56.6,2025-01-17 21:09:31,,
4206,CIBC,Very easy to use? Efficient!,5,0,8.56.6,2025-01-17 21:07:37,,
4207,CIBC,"I like the app, it works great. I hate the fact that there is only 1 CIBC ATM in a 200Km radius and I hate that CIBC added 2% to my line of credit during COVID period.",1,0,8.56.6,2025-01-17 20:54:43,,
4208,CIBC,"I have accounts in three different banks, the CIBC app is head and shoulders better than the others.",5,0,8.56.6,2025-01-17 20:52:04,,
4209,CIBC,Perfect,5,0,8.56.6,2025-01-17 20:51:23,,
4210,CIBC,Exelect,5,0,8.56.6,2025-01-17 20:38:19,,
4211,CIBC,Very useful,5,0,8.56.6,2025-01-17 20:25:30,,
4212,CIBC,Good job. Thnx,5,0,8.56.6,2025-01-17 20:25:21,,
4213,CIBC,"App has worked flawlessly for me for 4 years now, very happy with app. I'm on Pixel 4a, Android 11",5,1,8.56.6,2025-01-17 20:05:02,Hi Pedro. We're so glad to hear that you are enjoying the app. Thanks for your positive feedback! We appreciate the 5 star review! -Gideon,2021-03-15 18:22:19
4214,CIBC,I liked the old format better,3,0,8.56.6,2025-01-17 20:02:36,,
4215,CIBC,"Very bad update, hate it now. Please go back to old format. No need to make it too fancy. Make it user friendly pls",5,3,8.56.6,2025-01-17 19:59:44,,
4216,CIBC,Easy and sensible.,5,0,8.56.6,2025-01-17 19:48:45,,
4217,CIBC,Fantastic,5,0,8.56.6,2025-01-17 19:47:11,,
4218,CIBC,Nice and easy to use,5,0,8.56.6,2025-01-17 19:42:40,,
4219,CIBC,CIBC app is fine. But it's ability to handle stock or crypto is terrible. If it was better integrated the app and bank would benefit greatly. Till then it's just ok,2,1,8.56.6,2025-01-17 19:42:00,,
4220,CIBC,Love this app. Been with CIBC for many years! App is easy to understand and navigate through.,5,0,8.56.6,2025-01-17 19:39:46,,
4221,CIBC,Can't open it,5,0,8.56.6,2025-01-17 19:31:03,,
4222,CIBC,The cibc bank is the best bank,5,0,8.56.6,2025-01-17 19:29:38,,
4223,CIBC,stuck in an app to Google play to app to Google play loop,1,0,1.2-Prod[origin/release/CIBC1.3_PCF2.1_WebWrapper],2025-01-17 19:25:30,,
4224,CIBC,Wonderful app.very friendly,5,0,8.56.6,2025-01-17 19:22:04,,
4225,CIBC,Great app for banking,5,0,8.56.6,2025-01-17 19:20:40,,
4226,CIBC,So easy to navigate. And help at you fingertips.,5,0,8.56.6,2025-01-17 19:10:29,,
4227,CIBC,It works,5,0,8.56.6,2025-01-17 19:08:08,,
4229,CIBC,"Great app, easy to use",5,0,8.56.6,2025-01-17 18:50:42,,
4230,CIBC,Work well,4,0,8.56.6,2025-01-17 18:35:30,,
4231,CIBC,Great,5,0,8.56.6,2025-01-17 18:28:45,,
4232,CIBC,You are the best honestly Everythind under control especially My cibc online app,5,0,8.56.6,2025-01-17 18:28:36,,
4233,CIBC,It is getting better and secure,5,0,8.56.6,2025-01-17 18:06:18,,
4234,CIBC,"After a few transactions are done, then, I will have more experience.",5,0,8.56.6,2025-01-17 17:56:40,,
4235,CIBC,Very good.,5,0,8.56.6,2025-01-17 17:50:55,,
4236,CIBC,Amazing 🤩🤩,5,0,8.55.2,2025-01-17 17:41:19,,
4237,CIBC,This bank litterly saved my Christmas last year for sad and personnal reasons. Big props to them,5,0,8.56.5,2025-01-17 17:35:01,,
4238,CIBC,Good,5,0,8.54.5,2025-01-17 17:29:27,,
4240,CIBC,"6 minutes to load login screen. Another 6 minutes after putting in password, then it encountered an error. This was after the new update installed. Worked great prior to that.",1,1,8.56.6,2025-01-17 17:22:15,,
4241,CIBC,Amaizong bank and services,5,0,8.56.6,2025-01-17 17:14:37,,
4242,CIBC,The best in my opinion,5,0,8.56.6,2025-01-17 17:10:50,,
4243,CIBC,easy to manage,5,0,8.56.6,2025-01-17 17:06:45,,
4244,CIBC,Way better than the previous version,5,0,8.56.6,2025-01-17 17:03:40,,
4245,CIBC,I like this app. It's easy to use,4,0,8.56.6,2025-01-17 17:03:33,,
4247,CIBC,Fast and Efficient,5,0,8.56.6,2025-01-17 16:57:54,,
4248,CIBC,Didn't being up my bill payments account,4,0,8.56.6,2025-01-17 16:43:14,,
4249,CIBC,Love it. Do convenient,5,0,8.56.6,2025-01-17 16:37:41,,
4250,CIBC,Works for me!,5,1,8.56.6,2025-01-17 16:09:59,,
4252,CIBC,Works great for quick banking,5,0,8.56.6,2025-01-17 15:45:13,,
4253,CIBC,"This app is easy to use, even for those with limited online banking skills.",5,0,8.56.6,2025-01-17 15:39:21,,
4254,CIBC,can do most everything that I need to do from home.,5,0,8.56.6,2025-01-17 15:32:56,,
4255,CIBC,Great,5,0,8.56.6,2025-01-17 15:18:33,,
4256,CIBC,Best bank app so far,5,0,8.56.6,2025-01-17 15:02:49,,
4258,CIBC,Easy to navigate.,5,0,8.56.6,2025-01-17 14:57:30,,
4259,CIBC,Very convenient and easy to use.,5,0,8.54.5,2025-01-17 14:52:14,,
4260,CIBC,Its okay.,4,0,8.56.6,2025-01-17 14:39:26,,
4261,CIBC,Cibc app is friendly and fast to transfer money between accounts and out of your account through e transfers to other accounts.,5,0,8.56.6,2025-01-17 14:38:09,,
4262,CIBC,Great app easy to use,5,0,8.56.6,2025-01-17 14:36:50,,
4263,CIBC,Been with this bank more then 10 years. Love the experience!,5,0,8.56.6,2025-01-17 14:25:13,,
4264,CIBC,A well structured application. All the features are easy to surf.,5,0,8.56.6,2025-01-17 14:20:01,,
4265,CIBC,Great app to use,5,0,8.54.4,2025-01-17 14:12:08,,
4266,CIBC,Simple and straightforward interface.,5,0,8.54.4,2025-01-17 14:06:48,,
4267,CIBC,Amazing,5,0,8.56.6,2025-01-17 13:59:46,,
4268,CIBC,So easy to use.,5,0,8.56.6,2025-01-17 13:56:26,,
4269,CIBC,Great App!,5,0,8.56.6,2025-01-17 13:48:54,,
4270,CIBC,Easy to use,5,0,8.56.6,2025-01-17 13:47:49,,
4271,CIBC,Neve had an issue with it,5,0,8.56.6,2025-01-17 13:46:10,,
4272,CIBC,I don't really have any issues or problems with this app,5,0,8.56.6,2025-01-17 13:41:33,,
4273,CIBC,Good,5,0,8.56.6,2025-01-17 13:39:04,,
4274,CIBC,Very good,5,0,8.56.6,2025-01-17 13:38:25,,
4275,CIBC,Convenient and easy,5,0,8.56.6,2025-01-17 13:37:44,,
4276,CIBC,Have been using the app since it came out best app ever,5,0,8.56.6,2025-01-17 13:33:37,,
4277,CIBC,Very easy to use.,5,0,8.56.6,2025-01-17 13:22:56,,
4278,CIBC,Nice banking with you guys,5,0,8.56.6,2025-01-17 13:21:06,,
4279,CIBC,"The app just keep going back to the mobile app or online page. Lost the Costco MC statement access. What if I missed the payment date, where else can I pay the Costco monthly payment or else who's going to pay the interest of 20+%?",1,0,8.56.5,2025-01-17 13:12:20,,
4280,CIBC,Perfect,5,0,8.56.6,2025-01-17 12:56:39,,
4281,CIBC,I love it. It's so easy to use.,5,0,8.56.6,2025-01-17 12:52:33,,
4284,CIBC,Works good,4,0,8.56.6,2025-01-17 12:33:52,,
4285,CIBC,"Great app, makes your money management easy!",5,0,8.56.6,2025-01-17 12:30:07,,
4286,CIBC,"Straight forward, so easy.",5,0,8.56.6,2025-01-17 12:28:26,,
4287,CIBC,Seamless experience,5,0,8.56.6,2025-01-17 12:27:37,,
4288,CIBC,I find it easy to navigate. Easy to understand explanations given and I like the simplicity if it visually. GREAT JOB!!,5,2,8.56.6,2025-01-17 12:24:19,,
4289,CIBC,Good,5,0,8.56.6,2025-01-17 12:19:10,,
4292,CIBC,Does all I need and quite easy to use,5,0,8.56.6,2025-01-17 12:02:15,,
4293,CIBC,Easy to use,5,0,8.56.6,2025-01-17 12:00:00,,
4294,CIBC,Convenient,4,0,8.56.6,2025-01-17 11:56:24,,
4295,CIBC,"Not much to say, although the e transfer service is safe it isn't very convenient",4,0,8.56.6,2025-01-17 11:50:11,,
4296,CIBC,"Very helpful,notifications are prompt etc.",5,0,8.56.6,2025-01-17 11:41:56,,
4297,CIBC,Very easy to use,5,0,8.56.6,2025-01-17 11:35:15,,
4298,CIBC,I stay home pay my bills up at home and I enjoy that very much,1,0,8.56.6,2025-01-17 11:20:07,,
4299,CIBC,For a online banking app it's fairly direct in what it wants to do.,5,0,8.56.6,2025-01-17 11:17:40,,
4300,CIBC,Good bank,4,0,8.56.6,2025-01-17 11:03:49,,
4301,CIBC,Thank you. So far I like👍,5,0,8.56.6,2025-01-17 11:01:37,,
4302,CIBC,Great,5,0,8.56.6,2025-01-17 10:56:34,,
4303,CIBC,Works great!,5,0,8.56.6,2025-01-17 10:48:10,,
4304,CIBC,Reliable. Easy to use. Pretty secure,5,0,8.56.6,2025-01-17 10:29:32,,
4305,CIBC,Awesome,5,0,8.56.6,2025-01-17 10:27:23,,
4306,CIBC,Secure Little slow with master card entries,5,0,8.56.6,2025-01-17 10:27:21,,
4307,CIBC,Very helpful and customer centric app.,5,0,8.56.6,2025-01-17 10:23:53,,
4308,CIBC,It convenient to used at anytime of the day.,5,0,8.56.6,2025-01-17 10:22:26,,
4309,CIBC,you can find anything you need in the app,5,0,8.56.6,2025-01-17 10:11:41,,
4311,CIBC,Best application!! Nothing compares to this application!! Highly recommend it.,5,0,8.56.6,2025-01-17 10:02:32,,
4312,CIBC,Very informative and is easy to use.,5,0,8.56.6,2025-01-17 10:01:01,,
4313,CIBC,Great app!,5,0,8.56.6,2025-01-17 09:57:32,,
4315,CIBC,Works well for me .,5,0,8.56.6,2025-01-17 09:42:03,,
4316,CIBC,Very user friendly!,5,0,8.56.6,2025-01-17 09:18:58,,
4317,CIBC,"Great app, has everything you would need for an online banking service",5,0,8.56.6,2025-01-17 09:16:08,,
4318,CIBC,Always dependable,5,0,8.56.6,2025-01-17 09:15:39,,
4319,CIBC,Perfect!,5,0,8.56.6,2025-01-17 09:13:14,,
4320,CIBC,Never had a single issue with this app in 7 years,5,0,8.56.6,2025-01-17 09:10:53,,
4321,CIBC,Great,5,0,8.56.6,2025-01-17 09:07:09,,
4322,CIBC,Love the convenience and easy way to baking.,5,0,8.56.6,2025-01-17 08:53:49,,
4323,CIBC,I like it,5,0,8.53.2,2025-01-17 08:47:45,,
4324,CIBC,very nice 👌 👍,5,0,8.56.6,2025-01-17 08:43:33,,
4325,CIBC,excellent,5,0,8.56.6,2025-01-17 08:40:03,,
4326,CIBC,It's always easy to use. Any banking details I need are easy to find and use.,5,0,8.56.6,2025-01-17 08:36:10,,
4327,CIBC,Easy to use,5,0,8.56.6,2025-01-17 08:29:34,,
4328,CIBC,Excellent,5,0,8.56.6,2025-01-17 08:25:42,,
4329,CIBC,"The CIBC Mobile Banking App is a state of art with beautiful aesthetics and an easy way of navigation. The app has essential features, and making transactions on it is pretty smooth and stress- free. The fact that you are able to see your credit score on the app is a plus. I love using this app for my everyday banking. I recommend to all CIBC clients",5,39,8.56.6,2025-01-17 08:24:17,,
4330,CIBC,Ease of navigation and transacting . Beautiful app .,5,0,8.56.6,2025-01-17 08:15:39,,
4331,CIBC,easy to use,5,0,8.56.6,2025-01-17 08:12:19,,
4332,CIBC,It works,5,0,8.56.6,2025-01-17 08:06:23,,
4333,CIBC,E-deposit is difficult but I can do it after several tries.,3,0,8.56.6,2025-01-17 08:02:30,,
4334,CIBC,Very easy to use and if any problems they are easy to call and deal with matter.i have had CIBC for over 30 years .,5,1,8.56.6,2025-01-17 07:52:56,,
4335,CIBC,It's a great app now in 2025,5,0,8.56.6,2025-01-17 07:52:39,,
4336,CIBC,The best,5,0,8.56.6,2025-01-17 07:47:31,,
4337,CIBC,Good clear app,5,0,8.56.6,2025-01-17 07:39:56,,
4338,CIBC,"As long as I use my common sense, this app is very easy to use and understand.",5,0,8.56.6,2025-01-17 07:37:32,,
4340,CIBC,"Easy, simple and quick to use",5,0,8.56.6,2025-01-17 07:28:47,,
4342,CIBC,"Great ap, does what I need",5,0,8.56.6,2025-01-17 07:20:11,,
4343,CIBC,"Very secure, easy to use and so many options. Love it.",5,0,8.56.6,2025-01-17 07:03:40,,
4345,CIBC,Excellent app and easy to navigate,5,0,8.56.6,2025-01-17 06:21:49,,
4346,CIBC,CIBC is a great bank as it was there for me when I needed my mortgage.,5,0,8.56.6,2025-01-17 05:58:01,,
4347,CIBC,User friendly interface and wonderful,5,0,8.56.6,2025-01-17 05:57:22,,
4348,CIBC,No issues at all. Simple to use,5,0,8.56.6,2025-01-17 05:21:21,,
4349,CIBC,"Love the app, the insights really keep you aware of your spending versus saving",4,0,8.56.6,2025-01-17 05:14:13,,
4350,CIBC,excellent and simple to use,5,0,8.56.6,2025-01-17 05:12:06,,
4351,CIBC,good,4,0,8.56.6,2025-01-17 05:09:12,,
4352,CIBC,Easy to use,5,0,8.56.6,2025-01-17 05:08:46,,
4353,CIBC,"Failed to report fraud, allowed my ex to take loans and money for financial gain in separation. Stole my phone, ID, left no money, in debt, locked out of online banking. Used Google and CIBC's own security and authentication system to access the accounts and my info to spend money, Fraud loans and lease items. Since you have to own the cell phone number for your account to change it, they won't let you login without a cell, even if deleted. Enabled financial abuse no action lost all my assets.",1,1,8.56.6,2025-01-17 04:07:11,,
4354,CIBC,"Great app, I like CIBC, great bank and employees are friendly at Deux-Montagnes Branch.",5,0,8.56.6,2025-01-17 03:37:17,,
4355,CIBC,Friendly,5,0,8.56.6,2025-01-17 03:12:59,,
4357,CIBC,Very good app,5,0,8.56.6,2025-01-17 02:42:56,,
4358,CIBC,Great,5,0,8.56.6,2025-01-17 00:27:06,,
4359,CIBC,It is very easy to use. It did take a bit to get used to the new layout,5,0,8.56.6,2025-01-17 00:22:52,,
4360,CIBC,Super easy userface,5,0,8.56.6,2025-01-17 00:18:48,,
4361,CIBC,Easy,5,0,8.56.6,2025-01-17 00:09:11,,
4363,CIBC,"Awesome, user friendly ❤️💯",5,0,8.56.6,2025-01-16 23:45:31,,
4364,CIBC,"Actually, it is pretty well managed app.",5,0,8.56.6,2025-01-16 23:35:18,,
4365,CIBC,Safety 1st is CIBC MISSION,5,0,8.56.6,2025-01-16 23:25:01,,
4366,CIBC,I've been with cibc for almost 30yrs l love cibc helped me in alot of different ways thank you for being a great cibc bank never looked back. Will never switch banks Sharon Smith,5,0,8.56.6,2025-01-16 22:52:08,,
4368,CIBC,GREAT app. It does the Job.,5,0,8.56.6,2025-01-16 22:44:20,,
4369,CIBC,Outstanding as always,5,0,8.54.4,2025-01-16 22:38:19,,
4370,CIBC,Very user friendly and easy to navigate. It is always improving too.,5,0,8.56.6,2025-01-16 22:35:10,,
4372,CIBC,I like this bank,5,0,8.56.6,2025-01-16 22:09:46,,
4373,CIBC,Fantastic,5,0,8.56.6,2025-01-16 22:01:42,,
4374,CIBC,"This app is superb. It's very convenient, and it alerts me whenever there's any suspicious transactions or attempts into my accounts.",5,0,8.56.6,2025-01-16 21:42:14,,
4375,CIBC,"Love this app a lot, use it daily to check for any suspicious activities, use for transfers, bill etc. Get alerts for every transaction as they occur. Great for day to day banking",5,1,8.56.6,2025-01-16 21:40:53,,
4376,CIBC,Great,5,0,8.56.6,2025-01-16 21:34:44,,
4377,CIBC,Excellent service,5,0,8.56.6,2025-01-16 21:31:34,,
4378,CIBC,Best banking app,5,0,8.56.6,2025-01-16 21:31:00,,
4379,CIBC,"Very well made app, intuitive and easy to use it's great to be able to transfer funds internationally and check my credit score.",5,1,8.56.6,2025-01-16 21:15:47,,
4380,CIBC,App works well.,5,0,8.56.6,2025-01-16 21:15:19,,
4382,CIBC,Nice,5,0,8.56.6,2025-01-16 21:06:51,,
4383,CIBC,everything are detailed,5,0,8.56.6,2025-01-16 21:04:56,,
4384,CIBC,Easy and amazing.,5,0,8.56.6,2025-01-16 20:45:09,,
4385,CIBC,It's very helpful,5,0,8.56.6,2025-01-16 20:31:11,,
4386,CIBC,Works fantastic. Makes life much easier,5,0,8.56.6,2025-01-16 20:26:07,,
4387,CIBC,So far I used the app smooth and I love it.,5,0,8.56.6,2025-01-16 20:24:47,,
4389,CIBC,Loved it no hastle Thank you,5,0,8.56.6,2025-01-16 20:22:42,,
4390,CIBC,Amazing app help us do banking from home .,5,0,8.56.6,2025-01-16 20:21:17,,
4391,CIBC,Great!,5,0,8.56.6,2025-01-16 20:13:46,,
4392,CIBC,Good and fast Acccess,4,0,8.56.6,2025-01-16 20:11:08,,
4393,CIBC,Works to keep me connected. Can't compare to other apps since I only use CIBC.,4,0,8.56.6,2025-01-16 20:06:24,,
4394,CIBC,Love it,5,0,8.56.6,2025-01-16 19:58:36,,
4395,CIBC,Good App,5,0,8.56.6,2025-01-16 19:56:57,,
4396,CIBC,Good,5,0,8.56.6,2025-01-16 19:56:36,,
4397,CIBC,Great app 👌,5,0,8.56.6,2025-01-16 19:49:12,,
4398,CIBC,Excellent,5,0,8.49.4,2025-01-16 19:44:05,,
4401,CIBC,"I love the layout and functionality of the CIBC app. I use 3 other banking apps, and this is by FAR the easiest and most robust. I use it to pay my bills, send e-transfers, check credit cards and make requests to the bank.",5,1,8.56.6,2025-01-16 18:45:39,,
4402,CIBC,Good site,5,0,8.56.6,2025-01-16 18:35:03,,
4403,CIBC,Fast and reliable,5,0,8.56.6,2025-01-16 18:28:49,,
4404,CIBC,It works,4,0,8.56.6,2025-01-16 18:22:06,,
4405,CIBC,"Very easy to use,no waiting.",5,0,8.56.6,2025-01-16 18:10:12,,
4407,CIBC,"Great app. I have quick,easy access to all my needs",5,0,8.56.6,2025-01-16 18:01:20,,
4408,CIBC,I love it!!,5,0,8.56.6,2025-01-16 18:01:10,,
4409,CIBC,"I love being able to pay bills, view accounts etc so easily",5,0,8.56.6,2025-01-16 17:55:07,,
4410,CIBC,Easy to navigate.,5,0,8.56.6,2025-01-16 17:51:34,,
4411,CIBC,"Good app, not ""down"" for repairs or updates at inconvenient times.",5,0,8.56.6,2025-01-16 17:45:34,,
4412,CIBC,Excellent! Very user friendly snd I feel it's very secure.,5,0,8.56.6,2025-01-16 17:41:40,,
4413,CIBC,"Very good , enjoy banking with CIBC",5,0,8.56.6,2025-01-16 17:37:15,,
4414,CIBC,Fast service and intertain,5,0,8.56.6,2025-01-16 17:16:11,,
4415,CIBC,Great! 😃👍,5,0,8.56.5,2025-01-16 17:05:51,,
4416,CIBC,I find it a bit better I say this because I know the old one better. In time I will like this one more,5,0,8.56.6,2025-01-16 17:02:48,,
4417,CIBC,Easy and intuitive,5,0,8.56.6,2025-01-16 16:49:36,,
4418,CIBC,Reliable app with constant updates.,5,0,8.56.6,2025-01-16 16:47:17,,
4420,CIBC,It's easy to see and use very reliable 👌,5,0,8.53.2,2025-01-16 16:38:58,,
4421,CIBC,Awesome,5,0,8.55.2,2025-01-16 16:36:27,,
4422,CIBC,Easy to use,5,0,8.56.6,2025-01-16 16:33:25,,
4423,CIBC,It made it easy and convenient for me,5,0,8.54.5,2025-01-16 16:31:51,,
4424,CIBC,"Enjoy it's simplicity but if I do have questions they do help me out. 👍🏻 And I want to say, I just really enjoy this bank. I've been with them since I was 18, I am now 40. ♥️🙏",5,0,8.56.6,2025-01-16 16:26:39,Thanks for the positive feedback and 5 stars! -Aditi,2021-08-25 16:06:40
4425,CIBC,very reliable and accessible.,4,0,8.56.6,2025-01-16 16:04:07,,
4426,CIBC,It is always available even when I don't have wifi. Thank you.,5,0,8.54.4,2025-01-16 15:54:28,,
4427,CIBC,great,5,0,8.56.6,2025-01-16 15:53:54,,
4428,CIBC,Very easy to navigate in the app,5,0,8.56.6,2025-01-16 15:52:18,,
4429,CIBC,Best Banking experience ever,5,0,8.56.6,2025-01-16 15:37:07,,
4430,CIBC,Easy to use and works great,5,0,8.56.6,2025-01-16 15:36:51,,
4431,CIBC,Seemless,4,0,8.56.6,2025-01-16 15:33:43,,
4433,CIBC,Ok,5,0,8.56.6,2025-01-16 15:22:58,,
4435,CIBC,"It would be nice if there's a way to hide balance in the app I don't want to open my app and my account balance is the first thing I see. I could be in an unsafe place when I need to. Please work on it. Other than this, the app is great. Thanks",4,1,8.56.6,2025-01-16 15:05:01,,
4436,CIBC,Very easy to work through,5,0,8.56.6,2025-01-16 15:04:05,,
4438,CIBC,App works good,4,0,8.56.6,2025-01-16 14:37:22,,
4439,CIBC,Easy to navigate offering all your banking needs to peruse and study at your convenience!! 👍,5,0,8.56.6,2025-01-16 14:30:16,,
4440,CIBC,Best app I have ever used.,5,0,8.56.6,2025-01-16 14:29:22,,
4441,CIBC,"Real easy to use, super simple",5,0,8.56.6,2025-01-16 14:26:17,,
4442,CIBC,Never have issues. Always up to date info and plenty of warning for maintenance.,5,0,8.56.6,2025-01-16 14:22:59,,
4443,CIBC,Very convenient and comprehensive. I use it to pay bills and to transfer funds.,5,0,8.56.6,2025-01-16 14:22:22,,
4444,CIBC,Easy to use,5,0,8.56.6,2025-01-16 14:10:05,,
4445,CIBC,So easy to use,5,0,8.56.6,2025-01-16 14:09:10,,
4446,CIBC,"I was having difficulty changing account number for payee so I had to delete them re-add Payee. I do not; however, like the Sign Out Method change.",4,1,8.56.6,2025-01-16 14:03:54,,
4447,CIBC,Very intuitive and everything is where I would expect.,5,0,8.56.6,2025-01-16 13:58:24,,
4449,CIBC,Easy,5,0,8.56.6,2025-01-16 13:43:54,,
4450,CIBC,Efficient,5,0,8.56.6,2025-01-16 13:41:36,,
4451,CIBC,"It's an amazing app. Thank you, CIBC this app makes our life very easy. I love it ❤️",5,1,8.56.6,2025-01-16 13:29:31,,
4452,CIBC,Excellent,5,0,8.56.6,2025-01-16 13:22:04,,
4453,CIBC,Good and reliable,5,0,8.56.6,2025-01-16 13:16:27,,
4456,CIBC,Great,5,0,8.54.5,2025-01-16 13:11:27,,
4457,CIBC,Easy and convenient.,5,0,8.56.6,2025-01-16 13:04:36,,
4459,CIBC,Easy to navigate user friendly dashboard,5,0,8.56.6,2025-01-16 13:00:58,,
4460,CIBC,Nice,5,0,1.2-Prod[origin/release/CIBC1.3_PCF2.1_WebWrapper],2025-01-16 12:54:37,,
4462,CIBC,Good app,5,0,8.56.6,2025-01-16 12:38:00,,
4464,CIBC,CIBC made life easy Thanks,5,0,8.56.6,2025-01-16 12:35:01,,
4465,CIBC,Easy to use and I love the future and transparency about the bank toward the customers I will highly recommend to use CIBC on line banking.,5,0,8.56.6,2025-01-16 12:34:23,,
4466,CIBC,"Easy, comprehensive and fast.",5,0,8.56.6,2025-01-16 12:21:58,,
4467,CIBC,Well organized app with tons of functionality,5,1,8.56.6,2025-01-16 12:15:51,,
4468,CIBC,Very good and Eazy to use,5,0,8.56.6,2025-01-16 12:14:57,,
4469,CIBC,"Excellent service, one of the best so far",5,1,8.56.6,2025-01-16 12:12:51,,
4470,CIBC,Veryveasybtonuse and very helpful when I need consent money or anything I do with my bank,5,0,8.55.2,2025-01-16 12:09:58,,
4472,CIBC,Easy to navigate app. Good update.,5,0,8.56.6,2025-01-16 12:03:19,,
4473,CIBC,The app is working fine for me. Nothing to complain about it in 2025.,5,1,8.56.6,2025-01-16 12:01:49,,
4474,CIBC,Easy to understand and to use app,5,1,8.56.6,2025-01-16 11:43:52,,
4476,CIBC,"Great, user friendly",5,0,8.56.6,2025-01-16 11:35:05,,
4477,CIBC,I do nearly all of my banking on this app. easy and secure.,5,1,8.56.6,2025-01-16 11:34:31,,
4478,CIBC,Exceptional,5,0,8.56.6,2025-01-16 11:34:04,,
4480,CIBC,Very convenient,5,0,8.56.6,2025-01-16 11:28:41,,
4481,CIBC,Easy to use,5,0,8.56.6,2025-01-16 11:16:33,,
4483,CIBC,Good app,5,0,8.56.6,2025-01-16 11:07:19,,
4484,CIBC,"App works, can do 95% on the app as you would the webpage.",5,1,8.56.6,2025-01-16 11:07:18,,
4485,CIBC,"I was difficult when the bank changed the app. But now I find it easier to maneuver around. Great, I love the changes.",5,2,8.56.6,2025-01-16 11:07:02,,
4486,CIBC,Great service.,5,0,8.56.6,2025-01-16 10:37:17,,
4487,CIBC,Very good,5,0,8.56.6,2025-01-16 10:37:01,,
4488,CIBC,True meaning of simplifying work,5,0,8.56.5,2025-01-16 10:33:47,,
4489,CIBC,Easy to navigate,5,1,8.56.6,2025-01-16 10:29:52,,
4490,CIBC,"It's ok, I guess",4,0,8.56.6,2025-01-16 10:29:42,,
4491,CIBC,Beautiful app easy to use,5,0,8.56.6,2025-01-16 10:28:23,,
4492,CIBC,Easy Banking,5,0,8.56.6,2025-01-16 10:21:49,,
4493,CIBC,"Well laid out design! Easy to use, helpful tool.",5,1,8.56.6,2025-01-16 10:05:54,,
4494,CIBC,Easy to navigate,5,1,8.56.6,2025-01-16 10:00:35,,
